course_code,course_name,credit_hours,department,gen_ed_requirements,description
ESE 411,Geomorphology,4,ESE,,Same as GEOL 401 . See GEOL 401 .
ESE 421,Earth Systems Modeling,4,ESE,,"Same as ATMS 421 , GEOL 481 , GGIS 421 and NRES 422 . See ATMS 421 ."
ESE 439,Biogeography,3,ESE,,"Same as ANTH 436 , GGIS 436 , IB 439 , and NRES 441 . See IB 439 ."
ESE 445,Earth Resources Sustainability,3,ESE,,"Introduces the physical (energy, mineral, and soil) resources of the Earth, the environmental consequences of producing and using resources, the controls on resource supplies, and the alternatives to traditional supplies. Focuses on the geological origin and context of resources, the means of exploration and production, the history of production, and sustainability issues related to consumption and depletion. Provides an understanding of why resources can be scarce and expensive, why many are not renewable, and why their use impacts the Earth System. May include field trips. 3 undergraduate hours. 3 graduate hours. Credit is not given for both ESE 445 and GEOL 380 . Prerequisite: Junior standing or higher."
ESE 452,Ecosystem Ecology,3,ESE,,Same as IB 452 and NRES 462 . See IB 452 .
ESE 465,Transportation &Sustainability,3 or 4,ESE,Advanced Composition,Same as GGIS 465 . See GGIS 465 .
ESE 466,Environmental Policy,3 or 4,ESE,,Same as GGIS 466 . See GGIS 466 .
ESE 467,Multimedia Environmental Communications,3 or 4,ESE,,"Develops capacities to communicate about sustainability and other environmental topics. Storytelling and clear exposition across multiple types of media will be emphasized. Students will be exposed to the application of blogs, audio podcasts, short videos, infographics and social media applications to communicate effectively about environmental science and allied fields. Skills in photography, videography, audio capture, developing scripts, interviewing, and social media best practices will be learned. Same as ENGL 467 . 3 undergraduate hours. 4 graduate hours."
ESE 468,Sustainability Consulting,3 or 4,ESE,,"Focuses on the techniques of people who aid individuals, companies, governments, and other organizations in their efforts to pursue sustainability goals. This includes being able to describe, critique, and have basic use proficiency with the concepts and tools used by sustainability consultants: Life Cycle Analysis, foot-printing, Environment/Society/Governance (ESG), and other environmental standards. System thinking, quantitative approaches, and the use of primary literature are emphasized. 3 undergraduate hours. 4 graduate hours."
ESE 470,Introduction to Hydrogeology,4,ESE,,Same as GEOL 470 . See GEOL 470 .
ESE 477,Advanced Environmental Writing,3,ESE,Advanced Composition,Same as ENGL 477 . See ENGL 477 .
ESE 482,Challenges of Sustainability,3,ESE,,"An interdisciplinary approach to investigating the meaning and practice of sustainability in the contemporary Earth system. As a consequence, students explore the sustainability of crucial resources - water, soil, energy, mineral and the biota - in the context of the social and environmental systems in which these resources are used, including the moral, physical, ecological, political and economic. Same as GEOL 483 and GGIS 482 . 3 undergraduate hours. 3 graduate hours. Prerequisite: Junior or senior standing, or consent of instructor."
ESE 486,Environmental Consulting,3,ESE,,Same as GEOL 486 . See GEOL 486 .
ESE 497,Special Topics in ESE,1 to 4,ESE,,"Advanced topics course, consisting of seminar or lectures in subjects not covered by regular course offerings; for advanced undergraduates and graduate students. Possible field study in a prominent geological locality; includes in-class meetings, student-led presentations, and field trip; trips run during spring break, winter break, in mid-end May; dates depend on location. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 undergraduate hours or 8 graduate hours. Prerequisite: Consent of instructor."
ESE 498,Environmental Writing for Publication,3,ESE,,Provides students with both the experience of the real-world editorial process and with a research product (the published essay) that showcases their professional development as well-informed and persuasive writers on environmental issues. Same as ENGL 498 . 3 undergraduate hours. No graduate credit. Prerequisite: Consent of instructor.
